PROTO-CUNEIFORM SIGN ABGAL VARIANT 1	o0035508	ABGAL~v1	55
PROTO-CUNEIFORM SIGN ABRIG	o0028221	ABRIG	56
PROTO-CUNEIFORM SIGN ABZU	o0028223	ABZU	57
PROTO-CUNEIFORM SIGN AD-A	o0028227	AD~a	60
PROTO-CUNEIFORM SIGN AD-B	o0028229	AD~b	61
PROTO-CUNEIFORM SIGN AD-C	o0028231	AD~c	62
PROTO-CUNEIFORM SIGN ADAB	o0028225	ADAB	63
PROTO-CUNEIFORM SIGN ADDA	o0028232	ADDA	65
PROTO-CUNEIFORM SIGN ADDA TENU-2	o0028233	ADDA@t	66
PROTO-CUNEIFORM SIGN AGAR2	o0028234	AGAR₂	68
PROTO-CUNEIFORM SIGN AK-A	o0028236	AK~a	70
PROTO-CUNEIFORM SIGN AK-B	o0028237	AK~b	71
PROTO-CUNEIFORM SIGN AL	o0000094	AL	72
PROTO-CUNEIFORM SIGN ALAN-A	o0028239	ALAN~a	74
PROTO-CUNEIFORM SIGN ALAN-B	o0028240	ALAN~b	75
PROTO-CUNEIFORM SIGN ALAN-C	o0028242	ALAN~c	76
PROTO-CUNEIFORM SIGN ALAN-D	o0028243	ALAN~d	77
PROTO-CUNEIFORM SIGN ALAN-E	o0028245	ALAN~e	78
PROTO-CUNEIFORM SIGN ALAN-F	o0028247	ALAN~f	79
PROTO-CUNEIFORM SIGN ALIM	o0028249	ALIM	80
PROTO-CUNEIFORM SIGN AM-A	o0028257	AM~a	83
PROTO-CUNEIFORM SIGN AM-B	o0028261	AM~b	84
PROTO-CUNEIFORM SIGN AMA-A	o0028251	AMA~a	87
PROTO-CUNEIFORM SIGN AMA-A VARIANT 1	o0035512	AMA~a~v1	89
PROTO-CUNEIFORM SIGN AMA-B	o0028255	AMA~b	90
PROTO-CUNEIFORM SIGN AMA-A TIMES E2-A	o0028253	|AMA~a×E₂~a|	88
PROTO-CUNEIFORM SIGN AMAR	o0000097	AMAR	91
PROTO-CUNEIFORM SIGN AMAR VARIANT 1	o0035514	AMAR~v1	97
PROTO-CUNEIFORM SIGN AMAR VARIANT 2	o0035516	AMAR~v2	98
PROTO-CUNEIFORM SIGN AMAR BESIDE ONE-N2	o0028258	|AMAR.1(N02)|	92
PROTO-CUNEIFORM SIGN AMAR OVER AMAR	o0027228	|AMAR&AMAR|	95
PROTO-CUNEIFORM SIGN AMAR GUNU	o0028259	AMAR@g	96
PROTO-CUNEIFORM SIGN AMAR TIMES TAR	o0028260	|AMAR~v2×TAR~c|	99
PROTO-CUNEIFORM SIGN AN	o0000099	AN	100
PROTO-CUNEIFORM SIGN AN VARIANT 1	o0035518	AN~v1	103
PROTO-CUNEIFORM SIGN AN VARIANT 2	o0035520	AN~v2	104
PROTO-CUNEIFORM SIGN ANSHE-A	o0028263	ANŠE~a	106
PROTO-CUNEIFORM SIGN ANSHE-B	o0028265	ANŠE~b	107
PROTO-CUNEIFORM SIGN ANSHE-C	o0028267	ANŠE~c	108
PROTO-CUNEIFORM SIGN ANSHE-E	o0028269	ANŠE~e	110
PROTO-CUNEIFORM SIGN ANZU2	o0028270	ANZU₂	112
PROTO-CUNEIFORM SIGN APIN-A	o0028274	APIN~a	115
PROTO-CUNEIFORM SIGN APIN-B	o0028276	APIN~b	117
PROTO-CUNEIFORM SIGN APIN-C	o0028278	APIN~c	118
PROTO-CUNEIFORM SIGN APIN-A BESIDE APIN-A	o0028272	|APIN~a.APIN~a|	116
PROTO-CUNEIFORM SIGN ARARMA2-A	o0027166	ARARMA₂~a	120
PROTO-CUNEIFORM SIGN ARARMA2-A VARIANT 1	o0035522	ARARMA₂~a~v1	121
PROTO-CUNEIFORM SIGN ARARMA2-B	o0028280	ARARMA₂~b	122
PROTO-CUNEIFORM SIGN ARATTA	o0028282	ARATTA	123
PROTO-CUNEIFORM SIGN ASAL2	o0028284	ASAL₂	124
PROTO-CUNEIFORM SIGN ASAR	o0028286	ASAR	125
PROTO-CUNEIFORM SIGN ASH2	o0000110	AŠ₂	127
PROTO-CUNEIFORM SIGN AZ	o0028297	AZ	129
PROTO-CUNEIFORM SIGN AZU	o0028299	AZU	130
PROTO-CUNEIFORM SIGN BA	o0000113	BA	131
PROTO-CUNEIFORM SIGN BAD	o0000114	BAD	132
PROTO-CUNEIFORM SIGN BAD OVER BAD	o0023035	|BAD&BAD|	133
PROTO-CUNEIFORM SIGN BAD3-A	o0028300	BAD₃~a	138
PROTO-CUNEIFORM SIGN BAD3-B1	o0028302	BAD₃~b1	140
PROTO-CUNEIFORM SIGN BAD3-B2	o0028304	BAD₃~b2	141
PROTO-CUNEIFORM SIGN BAHAR2-A	o0028306	BAHAR₂~a	143
PROTO-CUNEIFORM SIGN BAHAR2-A VARIANT 1	o0035524	BAHAR₂~a~v1	144
PROTO-CUNEIFORM SIGN BAHAR2-B	o0028307	BAHAR₂~b	145
PROTO-CUNEIFORM SIGN BAHAR2-B VARIANT 1	o0035526	BAHAR₂~b~v1	146
PROTO-CUNEIFORM SIGN BAHAR2-C	o0028309	BAHAR₂~c	147
PROTO-CUNEIFORM SIGN BALA-A	o0028311	BALA~a	149
PROTO-CUNEIFORM SIGN BALA-B	o0028312	BALA~b	150
PROTO-CUNEIFORM SIGN BALA-B VARIANT 1	o0035528	BALA~b~v1	151
PROTO-CUNEIFORM SIGN BALAG	o0000119	BALAG	152
PROTO-CUNEIFORM SIGN BALAG VARIANT 1	o0035529	BALAG~v1	153
PROTO-CUNEIFORM SIGN BAN-A	o0028314	BAN~a	155
PROTO-CUNEIFORM SIGN BAN-A VARIANT 1	o0035531	BAN~a~v1	156
PROTO-CUNEIFORM SIGN BAN-A VARIANT 2	o0035533	BAN~a~v2	157
PROTO-CUNEIFORM SIGN BAN-B	o0028316	BAN~b	158
PROTO-CUNEIFORM SIGN BANSHUR-A	o0028318	BANŠUR~a	160
PROTO-CUNEIFORM SIGN BANSHUR-B1	o0028322	BANŠUR~b1	162
PROTO-CUNEIFORM SIGN BANSHUR-B2	o0028324	BANŠUR~b2	163
PROTO-CUNEIFORM SIGN BANSHUR-C	o0028326	BANŠUR~c	164
PROTO-CUNEIFORM SIGN BANSHUR-A TENU	o0028320	BANŠUR~a@t	161
PROTO-CUNEIFORM SIGN BAPPIR-A	o0028328	BAPPIR~a	167
PROTO-CUNEIFORM SIGN BAPPIR-B	o0028330	BAPPIR~b	168
PROTO-CUNEIFORM SIGN BAPPIR-C	o0028332	BAPPIR~c	169
PROTO-CUNEIFORM SIGN BAPPIR-D	o0028333	BAPPIR~d	170
PROTO-CUNEIFORM SIGN BAPPIR-E	o0028335	BAPPIR~e	171
PROTO-CUNEIFORM SIGN BAPPIR-F	o0028337	BAPPIR~f	172
PROTO-CUNEIFORM SIGN BAR	o0000120	BAR	173
PROTO-CUNEIFORM SIGN BARA2-A	o0028339	BARA₂~a	180
PROTO-CUNEIFORM SIGN BARA2-A VARIANT 1	o0035535	BARA₂~a~v1	181
PROTO-CUNEIFORM SIGN BARA2-B	o0028341	BARA₂~b	182
PROTO-CUNEIFORM SIGN BARA2-B VARIANT 1	o0035537	BARA₂~b~v1	183
PROTO-CUNEIFORM SIGN BARA3	o0028342	BARA₃	179
PROTO-CUNEIFORM SIGN UET2_405	o0027169	BAU405	630
PROTO-CUNEIFORM SIGN BIR-A	o0028350	BIR~a	649
PROTO-CUNEIFORM SIGN BIR-B	o0028352	BIR~b	650
PROTO-CUNEIFORM SIGN BIR-C	o0028354	BIR~c	651
PROTO-CUNEIFORM SIGN BIR3-A	o0028344	BIR₃~a	653
PROTO-CUNEIFORM SIGN BIR3-A VARIANT 1	o0035539	BIR₃~a~v1	654
PROTO-CUNEIFORM SIGN BIR3-B	o0028346	BIR₃~b	655
PROTO-CUNEIFORM SIGN BIR3-B VARIANT 1	o0035540	BIR₃~b~v1	656
PROTO-CUNEIFORM SIGN BIR3-C	o0028348	BIR₃~c	657
PROTO-CUNEIFORM SIGN BU-A	o0028363	BU~a	674
PROTO-CUNEIFORM SIGN BU-A VARIANT 1	o0035542	BU~a~v1	694
PROTO-CUNEIFORM SIGN BU-B	o0028371	BU~b	698
PROTO-CUNEIFORM SIGN BU-B BESIDE NA2-A	o0028373	|BU~b.NA₂~a~v1|	700
PROTO-CUNEIFORM SIGN BU-A TIMES A	o0028367	|BU~a~v1×A|	695
PROTO-CUNEIFORM SIGN BU-A TIMES GISH TENU	o0028369	|BU~a×GIŠ@t|	680
PROTO-CUNEIFORM SIGN BU-A TIMES ONE-N58	o0028365	|BU~a×1(N58)|	681
PROTO-CUNEIFORM SIGN BU-A OVER BU-A BESIDE NA2-A	o0028357	|(BU~a&BU~a).NA₂~a|	683
PROTO-CUNEIFORM SIGN BU-A OVER BU-A BESIDE NA2-A VARIANT 1	o0035544	|(BU~a&BU~a).NA₂~a~v1|	686
PROTO-CUNEIFORM SIGN BU-A OVER BU-A BESIDE NA2-B	o0028359	|(BU~a&BU~a).NA₂~b|	687
PROTO-CUNEIFORM SIGN BU-A OVER BU-A BESIDE NA2-A NUTILLU	o0028358	|(BU~a~v1%BU~a~v1).NA₂~a@n|	697
PROTO-CUNEIFORM SIGN BU-A OVER BU-A BESIDE X	o0028360	|(BU~a&BU~a).X|	688
PROTO-CUNEIFORM SIGN BU-A JOINING DU6-A	o0028361	|BU~a+DU₆~a|	689
PROTO-CUNEIFORM SIGN BU-A JOINING DU6-A VARIANT 1	o0035545	|BU~a+DU₆~a~v1|	691
PROTO-CUNEIFORM SIGN BU3	o0028356	BU₃	701
PROTO-CUNEIFORM SIGN BULUG	o0000128	BULUG	703
PROTO-CUNEIFORM SIGN BULUG3	o0028375	BULUG₃	704
PROTO-CUNEIFORM SIGN BUR-A	o0028377	BUR~a	708
PROTO-CUNEIFORM SIGN BUR-B	o0028379	BUR~b	709
PROTO-CUNEIFORM SIGN BUR-C	o0028381	BUR~c	710
PROTO-CUNEIFORM SIGN BUR-D	o0028383	BUR~d	711
PROTO-CUNEIFORM SIGN BUR2	o0000131	BUR₂	712
PROTO-CUNEIFORM SIGN DA-A	o0028385	DA~a	715
PROTO-CUNEIFORM SIGN DA-B	o0028389	DA~b	717
PROTO-CUNEIFORM SIGN DA-C	o0028391	DA~c	718
PROTO-CUNEIFORM SIGN DA-D	o0028393	DA~d	719
PROTO-CUNEIFORM SIGN DA-A BESIDE LISH	o0028387	|DA~a.LIŠ|	716
PROTO-CUNEIFORM SIGN DAG	o0000133	DAG	720
PROTO-CUNEIFORM SIGN DAH	o0028395	DAH	721
PROTO-CUNEIFORM SIGN DAM	o0000134	DAM	722
PROTO-CUNEIFORM SIGN DANNA	o0028397	DANNA	723
PROTO-CUNEIFORM SIGN DAR-A	o0028429	DAR~a	726
PROTO-CUNEIFORM SIGN DAR-B	o0028433	DAR~b	728
PROTO-CUNEIFORM SIGN DAR-C	o0028435	DAR~c	729
PROTO-CUNEIFORM SIGN DAR-D	o0028437	DAR~d	730
PROTO-CUNEIFORM SIGN DAR-A TIMES A	o0028431	|DAR~a×A|	727
PROTO-CUNEIFORM SIGN DARA3-A	o0028399	DARA₃~a	735
PROTO-CUNEIFORM SIGN DARA3-B	o0028401	DARA₃~b	736
PROTO-CUNEIFORM SIGN DARA3-C	o0028403	DARA₃~c	737
PROTO-CUNEIFORM SIGN DARA3-C VARIANT 1	o0035547	DARA₃~c~v1	742
PROTO-CUNEIFORM SIGN DARA3-D	o0028408	DARA₃~d	743
PROTO-CUNEIFORM SIGN DARA3-C TIMES KAR2	o0028404	|DARA₃~c×KAR₂~b|	740
PROTO-CUNEIFORM SIGN DARA3-D TIMES KAR2 VARIANT 1	o0035549	|DARA₃~d×KAR₂~b|	748
PROTO-CUNEIFORM SIGN DARA3-D TIMES KAR2	o0028409	|DARA₃~d1×KAR₂~b|	750
PROTO-CUNEIFORM SIGN DARA3-D TIMES KAR2 VARIANT 2	o0035551	|DARA₃~d2×KAR₂~a1|	752
PROTO-CUNEIFORM SIGN DARA3-C TIMES KAR2 BESIDE SHE-A	o0028406	|DARA₃~c×(KAR₂~c.ŠE~a)|	741
PROTO-CUNEIFORM SIGN DARA3-D TIMES KAR2 BESIDE SHE-A	o0028411	|DARA₃~d2×(KAR₂~a1.ŠE~a)|	753
PROTO-CUNEIFORM SIGN DARA4-A1	o0028413	DARA₄~a1	754
PROTO-CUNEIFORM SIGN DARA4-A2	o0028415	DARA₄~a2	755
PROTO-CUNEIFORM SIGN DARA4-A3	o0028417	DARA₄~a3	756
PROTO-CUNEIFORM SIGN DARA4-B	o0027511	DARA₄~b	757
PROTO-CUNEIFORM SIGN DARA4-C1	o0028419	DARA₄~c1	759
PROTO-CUNEIFORM SIGN DARA4-C2	o0028421	DARA₄~c2	760
PROTO-CUNEIFORM SIGN DARA4-C3	o0028423	DARA₄~c3	761
PROTO-CUNEIFORM SIGN DARA4-C4	o0028425	DARA₄~c4	762
PROTO-CUNEIFORM SIGN DARA4-C5	o0028427	DARA₄~c5	763
PROTO-CUNEIFORM SIGN DI	o0000139	DI	765
PROTO-CUNEIFORM SIGN DI TENU	o0028451	DI@t	766
PROTO-CUNEIFORM SIGN DIB	o0000140	DIB	767
PROTO-CUNEIFORM SIGN DIB VARIANT 1	o0035553	DIB~v1	768
PROTO-CUNEIFORM SIGN DILMUN	o0028439	DILMUN	769
PROTO-CUNEIFORM SIGN DILMUN VARIANT 1	o0035555	DILMUN~v1	770
PROTO-CUNEIFORM SIGN DILMUN VARIANT 2	o0035557	DILMUN~v2	771
PROTO-CUNEIFORM SIGN DIM-A	o0028441	DIM~a	775
PROTO-CUNEIFORM SIGN DIM-B	o0028447	DIM~b	778
PROTO-CUNEIFORM SIGN DIM-C	o0028449	DIM~c	779
PROTO-CUNEIFORM SIGN DIM-A TIMES GU	o0028443	|DIM~a×GU|	776
PROTO-CUNEIFORM SIGN DIM-A TIMES X	o0028445	|DIM~a×X|	777
PROTO-CUNEIFORM SIGN DIN	o0000144	DIN	780
PROTO-CUNEIFORM SIGN DIN TENU	o0027171	DIN@t	784
PROTO-CUNEIFORM SIGN DU	o0000149	DU	785
PROTO-CUNEIFORM SIGN DU TIMES DISH	o0028626	|DU×1(N58@t)|	789
PROTO-CUNEIFORM SIGN DU GUNU	o0000150	DU@g	790
PROTO-CUNEIFORM SIGN DU6-A	o0028453	DU₆~a	801
PROTO-CUNEIFORM SIGN DU6-A VARIANT 1	o0035559	DU₆~a~v1	805
PROTO-CUNEIFORM SIGN DU6-B	o0028457	DU₆~b	807
PROTO-CUNEIFORM SIGN DU6-C	o0028459	DU₆~c	808
PROTO-CUNEIFORM SIGN DU6-A TIMES DISH	o0028455	|DU₆~a~v1×1(N58)|	806
PROTO-CUNEIFORM SIGN DU7	o0028461	DU₇	794
PROTO-CUNEIFORM SIGN DU8-A	o0028463	DU₈~a	809
PROTO-CUNEIFORM SIGN DU8-B	o0028465	DU₈~b	810
PROTO-CUNEIFORM SIGN DU8-B VARIANT 1	o0035561	DU₈~b~v1	811
PROTO-CUNEIFORM SIGN DU8-C	o0028469	DU₈~c	813
PROTO-CUNEIFORM SIGN DU8-C TIMES HI	o0028471	|DU₈~c×HI|	816
PROTO-CUNEIFORM SIGN DU8-C TIMES UDU-A	o0028473	|DU₈~c×UDU~a|	817
PROTO-CUNEIFORM SIGN DU8-C TIMES X	o0028475	|DU₈~c×X|	818
PROTO-CUNEIFORM SIGN DU8-C GUNU	o0028467	DU₈~c@g	819
PROTO-CUNEIFORM SIGN DU8-C GUNU VARIANT 1	o0035563	DU₈~c@g~v1	820
PROTO-CUNEIFORM SIGN DUB-A	o0028477	DUB~a	828
PROTO-CUNEIFORM SIGN DUB-B	o0028479	DUB~b	829
PROTO-CUNEIFORM SIGN DUB-B VARIANT 1	o0035565	DUB~b~v1	831
PROTO-CUNEIFORM SIGN DUB-B VARIANT 2	o0035567	DUB~b~v2	832
PROTO-CUNEIFORM SIGN DUB-B VARIANT 3	o0035569	DUB~b~v3	833
PROTO-CUNEIFORM SIGN DUB-B VARIANT 4	o0035571	DUB~b~v4	834
PROTO-CUNEIFORM SIGN DUB-C	o0028481	DUB~c	835
PROTO-CUNEIFORM SIGN DUB-D	o0028483	DUB~d	836
PROTO-CUNEIFORM SIGN DUB-E	o0028485	DUB~e	837
PROTO-CUNEIFORM SIGN DUB-F	o0028486	DUB~f	838
PROTO-CUNEIFORM SIGN DUB TIMES DISH FORM A	o0028488	|(DUB@n~a×1(N58))~a|	845
PROTO-CUNEIFORM SIGN DUB TIMES DISH FORM C	o0028490	|(DUB@n~a×1(N58))~b|	846
PROTO-CUNEIFORM SIGN DUB TIMES DISH FORM B	o0028489	|DUB@n~b×1(N58)~a|	848
PROTO-CUNEIFORM SIGN DUB2	o0000154	DUB₂	850
PROTO-CUNEIFORM SIGN DUG-A	o0028492	DUG~a	911
PROTO-CUNEIFORM SIGN DUG-A VARIANT 1	o0035573	DUG~a~v1	922
PROTO-CUNEIFORM SIGN DUG-A VARIANT 2	o0035575	DUG~a~v2	923
PROTO-CUNEIFORM SIGN DUG-B	o0028510	DUG~b	924
PROTO-CUNEIFORM SIGN DUG-B VARIANT 1	o0035578	DUG~b~v1	1026
PROTO-CUNEIFORM SIGN DUG-C	o0028614	DUG~c~v1	1048
PROTO-CUNEIFORM SIGN DUG-C VARIANT 1	o0035599	DUG~c~v3	1052
PROTO-CUNEIFORM SIGN DUG-D	o0028620	DUG~d	1054
PROTO-CUNEIFORM SIGN DUG-B TIMES AB2	o0028516	|DUG~b~v1×AB₂|	1027
PROTO-CUNEIFORM SIGN DUG-B TIMES ANSHE-B	o0028518	|DUG~b×ANŠE~b|	926
PROTO-CUNEIFORM SIGN DUG-B TIMES ANSHE-D	o0028520	|DUG~b×ANŠE~d|	927
PROTO-CUNEIFORM SIGN DUG-B TIMES BALA-A	o0028522	|DUG~b×BALA~a|	929
PROTO-CUNEIFORM SIGN DUG-B TIMES BIR3-C	o0028524	|DUG~b×BIR₃~c|	930
PROTO-CUNEIFORM SIGN DUG-B TIMES DIN	o0028526	|DUG~b×DIN|	931
PROTO-CUNEIFORM SIGN DUG-B TIMES DIN VARIANT 1	o0035583	|DUG~b~v1×DIN|	1028
PROTO-CUNEIFORM SIGN DUG-B TIMES DIN REVERSED	o0028528	|(DUG~b×DIN)@r|	932
PROTO-CUNEIFORM SIGN DUG-B TIMES E-A	o0028530	|DUG~b×E~a|	934
PROTO-CUNEIFORM SIGN DUG-B TIMES GA-A	o0028532	|DUG~b×GA~a~v4|	936
PROTO-CUNEIFORM SIGN DUG-B TIMES GA-B	o0028533	|DUG~b×GA~b|	937
PROTO-CUNEIFORM SIGN DUG-B TIMES GESHTU-A	o0028534	|DUG~b×GEŠTU~a~v2|	940
PROTO-CUNEIFORM SIGN DUG-B TIMES GESHTU-B	o0028536	|DUG~b×GEŠTU~b|	941
PROTO-CUNEIFORM SIGN DUG-B TIMES GESHTU-A VARIANT 1	o0035585	|DUG~b~v1×GEŠTU~a~v2|	1029
PROTO-CUNEIFORM SIGN DUG-B TIMES GI6	o0028538	|DUG~b×GI₆|	942
PROTO-CUNEIFORM SIGN DUG-B TIMES GISH	o0028540	|DUG~b×GIŠ|	943
PROTO-CUNEIFORM SIGN DUG-A TIMES HI	o0028496	|DUG~a×HI|	912
PROTO-CUNEIFORM SIGN DUG-B TIMES HI	o0028544	|DUG~b×HI|	944
PROTO-CUNEIFORM SIGN DUG-B TIMES HI VARIANT 1	o0035587	|DUG~b~v1×HI|	1030
PROTO-CUNEIFORM SIGN DUG-B TIMES HI GUNU-A	o0028542	|DUG~b~v1×HI@g~a|	1031
PROTO-CUNEIFORM SIGN DUG-A TIMES KASKAL	o0028497	|DUG~a×KASKAL|	913
PROTO-CUNEIFORM SIGN DUG-B TIMES KASKAL	o0028546	|DUG~b×KASKAL|	947
PROTO-CUNEIFORM SIGN DUG-B TIMES KU6-A	o0028548	|DUG~b×KU₆~a|	948
PROTO-CUNEIFORM SIGN DUG-B TIMES KUR-A	o0028550	|DUG~b×KUR~a|	949
PROTO-CUNEIFORM SIGN DUG-B TIMES KUR-B	o0028554	|DUG~b×KUR~b|	951
PROTO-CUNEIFORM SIGN DUG-B TIMES KUR-A BESIDE X	o0028552	|DUG~b×(KUR~a.X)|	950
PROTO-CUNEIFORM SIGN DUG-B TIMES KUR GUNU-A	o0028556	|DUG~b×KUR@g~a|	952
PROTO-CUNEIFORM SIGN DUG-A TIMES LAM-B	o0028498	|DUG~a×LAM~b|	915
PROTO-CUNEIFORM SIGN DUG-B TIMES LAM-A	o0028558	|DUG~b×LAM~a|	953
PROTO-CUNEIFORM SIGN DUG-B TIMES MASH	o0028560	|DUG~b×MAŠ|	954
PROTO-CUNEIFORM SIGN DUG-B TIMES MASH VARIANT 1	o0035589	|DUG~b~v1×MAŠ|	1032
PROTO-CUNEIFORM SIGN DUG-A TIMES ONE-N57	o0028494	|DUG~a×1(N57)|	916
PROTO-CUNEIFORM SIGN DUG-B TIMES ONE-N57	o0028512	|DUG~b×1(N57)|	956
PROTO-CUNEIFORM SIGN DUG-B VARIANT 1 TIMES AB2	o0035577	|DUG~b~v1×1(N57)|	1033
PROTO-CUNEIFORM SIGN DUG-C VARIANT 1 TIMES ONE-N57	o0035597	|DUG~c~v1×1(N57)|	1049
PROTO-CUNEIFORM SIGN DUG-C TIMES ONE-N57	o0028618	|DUG~c~v2×1(N57)|	1051
PROTO-CUNEIFORM SIGN DUG-C VARIANT 2 TIMES ONE-N57	o0035601	|DUG~c~v3×1(N57)|	1053
PROTO-CUNEIFORM SIGN DUG-B TIMES ONE-N57 BESIDE KU3-A	o0028514	|DUG~b×(1(N57).KU₃~a)|	957
PROTO-CUNEIFORM SIGN DUG-B TIMES THREE-N57	o0028515	|DUG~b×3(N57)|	958
PROTO-CUNEIFORM SIGN DUG-A TIMES NAGA-A	o0028500	|DUG~a×NAGA~a|	917
PROTO-CUNEIFORM SIGN DUG-B TIMES NAGA-A	o0028562	|DUG~b×NAGA~a|	959
PROTO-CUNEIFORM SIGN DUG-B TIMES NAM2	o0028564	|DUG~b×NAM₂|	960
PROTO-CUNEIFORM SIGN DUG-B TIMES NI-A GUNU BESIDE ZATU779	o0028565	|DUG~b×(NI~a@g.ZATU779)|	961
PROTO-CUNEIFORM SIGN DUG-B TIMES SA-A	o0028567	|DUG~b×SA~a|	962
PROTO-CUNEIFORM SIGN DUG-B TIMES SI4-A	o0028569	|DUG~b×SI₄~a|	964
PROTO-CUNEIFORM SIGN DUG-B TIMES SI4-A BESIDE X	o0028571	|DUG~b×(SI₄~a.X)|	965
PROTO-CUNEIFORM SIGN DUG-B TIMES SIG2-A1	o0028573	|DUG~b×SIG₂~a1|	967
PROTO-CUNEIFORM SIGN DUG-B TIMES SIG2-A2	o0028575	|DUG~b×SIG₂~a2|	968
PROTO-CUNEIFORM SIGN DUG-B TIMES SIG7	o0028577	|DUG~b×SIG₇|	966
PROTO-CUNEIFORM SIGN DUG-B TIMES SUHUR	o0028578	|DUG~b×SUHUR|	969
PROTO-CUNEIFORM SIGN DUG-B TIMES SHAH2-A	o0028580	|DUG~b×ŠAH₂~a|	971
PROTO-CUNEIFORM SIGN DUG-B TIMES SHE-A	o0028582	|DUG~b×ŠE~a|	972
PROTO-CUNEIFORM SIGN DUG-B VARIANT 1 TIMES SHE-A FORM 1	o0035591	|DUG~b~v1×ŠE~a|	1035
PROTO-CUNEIFORM SIGN DUG-B VARIANT 1 TIMES SHE-A FORM 2	o0035593	|DUG~b~v1×ŠE~a@t|	1036
PROTO-CUNEIFORM SIGN DUG-B TIMES SHE-A BESIDE NAM2	o0028584	|DUG~b×(ŠE~a.NAM₂)|	975
PROTO-CUNEIFORM SIGN DUG-B TIMES TAK4-A	o0028586	|DUG~b×TAK₄~a|	976
PROTO-CUNEIFORM SIGN DUG-B TIMES TAK4-A BESIDE SA-A	o0028588	|DUG~b×(TAK₄~a.SA~a)|	977
PROTO-CUNEIFORM SIGN DUG-B TIMES TAK4-A BESIDE SAL	o0028590	|DUG~b×(TAK₄~a.SAL)|	978
PROTO-CUNEIFORM SIGN DUG-B TIMES TI	o0028592	|DUG~b×TI|	979
PROTO-CUNEIFORM SIGN DUG-A TIMES U2-A	o0028502	|DUG~a×U₂~a|	918
PROTO-CUNEIFORM SIGN DUG-A TIMES U2-B	o0028504	|DUG~a×U₂~b|	919
PROTO-CUNEIFORM SIGN DUG-B TIMES U2-A	o0028594	|DUG~b×U₂~a|	980
PROTO-CUNEIFORM SIGN DUG-B VARIANT 1 TIMES U2-B	o0035580	|DUG~b~v1×U₂~b|	1037
PROTO-CUNEIFORM SIGN DUG-B VARIANT 2 TIMES U2-B	o0035581	|DUG~b~v2×U₂~b|	1042
PROTO-CUNEIFORM SIGN DUG-B TIMES UH3-A	o0028597	|DUG~b×UH₃~a|	984
PROTO-CUNEIFORM SIGN DUG-B TIMES UH3-A TENU	o0028599	|DUG~b×UH₃~a@t|	985
PROTO-CUNEIFORM SIGN DUG-A TIMES X	o0028506	|DUG~a×X|	920
PROTO-CUNEIFORM SIGN DUG-B TIMES X	o0028601	|DUG~b×X|	986
